# G2162800.mdx  size=985,208 B  records=16696
0x00000973	pll_1
0x0000630c	On Ignition cycle,and following any SIM update (e.g. reset and/or refresh)
0x00006372	Invalid / Incompatible Software Component
0x0000639d	ftb_57
0x000063c1	dtc_916C_fi_2
0x000063d5	External SIM Cable/SIM Card
0x000063f2	dtc_916C
0x0000646e	op_cycle_2
0x0000647e	LED will light after self-diagnosis at ignition on
0x000064b2	Manual emergency call activation won't occur.
0x000064e1	Pass Criteria: SOS key circuit not short to ground. Failure Criteria:SOS key circuit Short To ground
0x00006548	5 secs
0x0000656a	Circuit Short To Ground
0x00006583	ftb_11
0x000065a3	N/A
0x000065a8	dtc_916D_fi_0
0x00006600	LED will light after self-diagnosis at ignition on.
0x00006635	Manual emergency call activation won't occur.
0x00006664	Pass Criteria:SOS key circuit not short to battery Failure Criteria:SOS key circuit short to battery
0x000066e9	Circuit Short To Battery
0x00006703	ftb_12
0x00006727	dtc_916D_fi_1
0x0000677f	LED will light after self-diagnosis at ignition on.
0x000067b4	Manual emergency call activation won't occur.
0x000067e3	Pass Criteria: SOS key circuit open Failure Criteria: SOS key circuit open
0x0000684e	Circuit Open
0x0000685c	ftb_13
0x00006880	dtc_916D_fi_2
0x000068d8	LED will light after self-diagnosis at ignition on.
0x0000690d	An emergency call will be started when the STUCK on condition is detected.
0x000069e6	With any button press > SOS_BUTTON_STUCK
0x00006a2a	Stuck On
0x00006a34	ftb_9E
0x00006a58	dtc_916D_fi_3
0x00006a6c	SOS On Call Keypad
0x00006a80	dtc_916D
0x00006afc	op_cycle_2
0x00006b0c	If emergency calling is enabled, LED will light after self-diagnosis at ignition on.
0x00006b62	TCU cannot determine the location of the vehicle.
0x00006b95	Pass Criteria: GPS Antenna circuit not short to ground Failure Criteria: GPS Antenna circuit short to ground
0x00006c04	5 secs
0x00006c26	Circuit Short To Ground
0x00006c3f	ftb_11
0x00006c5f	N/A
0x00006c64	dtc_919F_fi_0
0x00006cbc	If emergency calling is enabled, LED will light after self-diagnosis at ignition on.
0x00006d12	TCU cannot determine the location of the vehicle.
0x00006d45	Pass Criteria: GPS Antenna circuit not open Failure Criteria: GPS Antenna circuit open
0x00006dbc	Circuit Open
0x00006dca	ftb_13
0x00006dee	dtc_919F_fi_1
0x00006e02	GPS Antenna
0x00006e0f	dtc_919F
0x00006e8b	op_cycle_2
0x00006e9b	LED will light after self-diagnosis at ignition on.
0x00006ed0	Automatic emergency call activation may not occur.
0x00006f04	Pass Criteria: ENS Signal not Stuck Low Failure Criteria: ENS Signal Stuck Low
0x00006f55	15 secs
0x00006f78	Signal Stuck Low
0x00006f8a	ftb_23
0x00006faa	N/A
0x00006faf	dtc_91D8_fi_0
0x00007007	LED will light after self-diagnosis at ignition on.
0x0000703c	Automatic emergency call activation may not occur.
0x00007070	Pass Criteria: ENS Signal not Stuck High Failure Criteria: ENS Signal Stuck High
0x000070e1	Signal Stuck High
0x000070f4	ftb_24
0x00007118	dtc_91D8_fi_1
0x00007170	LED will light after self-diagnosis at ignition on.
0x000071a5	Automatic emergency call activation may not occur.
0x000071d9	Pass Criteria: ENS Signal Frequency Correct Failure Criteria: ENS Signal Frequency Incorrect
0x00007256	Signal Frequency Incorrect
0x00007272	ftb_38
0x00007296	dtc_91D8_fi_2
0x000072aa	Restraint Event Notification
0x000072c8	dtc_91D8
0x00007344	op_cycle_2
0x00007354	If emergency calling is enabled, LED will light after self-diagnosis at ignition on.
0x000073aa	Emergency call may fail. Data over cellular may fail.
0x000073e1	Pass Criteria: Primary antenna circuit not short to ground Failure Criteria: Primary antenna circuit short to ground
0x00007458	5 secs
0x0000747a	Circuit Short To Ground
0x00007493	ftb_11
0x000074b3	N/A
0x000074b8	dtc_9246_fi_0
0x00007510	If emergency calling is enabled, LED will light after self-diagnosis at ignition on.
0x00007566	Emergency call may fail. Data over cellular may fail.
0x0000759d	Pass Criteria: Primary antenna circuit not open Failure Criteria: Primary antenna circuit open
0x0000761c	Circuit Open
0x0000762a	ftb_13
0x0000764e	dtc_9246_fi_1
0x00007662	GSM (Group System for Mobile) Antenna
0x00007689	dtc_9246
0x00007705	op_cycle_2
0x00007715	Voice prompt (if enabled) will be played after self-diagnosis at ignition on.
0x00007764	LED won't turn on.
0x00007778	Pass Criteria: LED component not short or open. Failure Criteria: LED component short or open.
0x000077d9	On Ignition cycle (only once when turned ON) during prove out period (4 sec) then off (2 sec) LED must be lit to test
0x0000786a	Component Failure
0x0000787d	ftb_09
0x0000789d	N/A
0x000078a2	dtc_92B7_fi_0
0x000078fa	Voice prompt (if enabled) will be played after self-diagnosis at ignition on.
0x00007949	LED wont turn on.
0x0000795c	Pass Criteria: LED circuit not short To Ground Failure Criteria: LED circuit Short To Ground
0x000079bb	5 sec (continuous) when LED is unlit/OFF LED must be unlit to test
0x00007a19	Circuit Short To Ground
0x00007a32	ftb_11
0x00007a56	dtc_92B7_fi_1
0x00007aae	Voice prompt (if enabled) will be played after self-diagnosis at ignition on.
0x00007b01	Pass Criteria: LED circuit not short to battery Failure Criteria: LED circuit short to battery
0x00007b62	5 seconds (continuous) LED must be unlit to test
0x00007bae	Circuit Short To Battery
0x00007bc8	ftb_12
0x00007bec	dtc_92B7_fi_2
0x00007c44	Voice prompt (if enabled) will be played after self-diagnosis at ignition on.
0x00007c97	Pass Criteria : LED circuit not open Failure Criteria : LED circuit open
0x00007ce2	5 seconds (continuous) LED must be unlit to test
0x00007d2e	Circuit Open
0x00007d3c	ftb_13
0x00007d60	dtc_92B7_fi_3
0x00007d74	Switch Pack LED
0x00007d85	dtc_92B7
0x00007e01	op_cycle_2
0x00007e11	If emergency calling is enabled, LED will light after self-diagnosis at ignition on.
0x00007f1d	Pass Criteria: backup battery normal Failure Criteria: backup battery Unable to charge or in Low state of health
0x00007f90	On Ignition cycle based on the Pass/Fail Criteria
0x00007fdd	Component Failure
0x00007ff0	ftb_09
0x00008010	N/A
0x00008015	dtc_9477_fi_0
0x0000806d	If emergency calling is enabled, LED will light after self-diagnosis at ignition on.
0x00008178	Pass Criteria: backup battery normal Failure Criteria: backup battery circuit open
0x000081cd	On Ignition cycle
0x000081fa	Circuit Open
0x00008208	ftb_13
0x0000822c	dtc_9477_fi_1
0x00008284	If emergency calling is enabled, LED will light after self-diagnosis at ignition on.
0x0000838f	Pass Criteria: backup battery normal Failure Criteria: backup battery circuit Voltage Below Threshold (SOC)
0x0000841b	Circuit Voltage Below Threshold
0x0000843c	ftb_16
0x00008460	dtc_9477_fi_2
0x00008474	Backup Battery
0x00008484	dtc_9477
0x00008500	op_cycle_2
0x00008510	LED will light after self-diagnosis at ignition on.
0x00008545	Occupants will not be able to hear any voice from PSAP operator from dedicated emergency call speaker.
0x000085ad	Pass Criteria: Dedicated speaker circuit not short to ground Failure Criteria: Dedicated speaker circuit short to ground
0x00008628	Continuous, every 10 seconds, except when in call.
0x00008676	Circuit Short To Ground
0x0000868f	ftb_11
0x000086af	N/A
0x000086b4	dtc_9A01_fi_0
0x0000870c	LED will light after self-diagnosis at ignition on.
0x00008741	Occupants will not be able to hear any voice from PSAP operator from dedicated emergency call speaker.
0x000087a9	Pass Criteria: Dedicated speaker circuit not short to battery Failure Criteria: Dedicated speaker circuit short to battery
0x00008826	Continuous, every 10 seconds, except when in call.
0x00008874	Circuit Short To Battery
0x0000888e	ftb_12
0x000088b2	dtc_9A01_fi_1
0x0000890a	LED will light after self-diagnosis at ignition on.
0x0000893f	Occupants will not be able to hear any voice from PSAP operator from dedicated emergency call speaker.
0x000089a7	Pass Criteria: Dedicated speaker circuit not open Failure Criteria: Dedicated speaker circuit open
0x00008a0c	Continuous, every 10 seconds, except when in call.
0x00008a5a	Circuit Open
0x00008a68	ftb_13
0x00008a8c	dtc_9A01_fi_2
0x00008ae4	LED will light after self-diagnosis at ignition on.
0x00008b19	Occupants will not be able to hear any voice from PSAP operator from dedicated emergency call speaker.
0x00008b81	Pass Criteria: Dedicated speaker resistance within range. Failure Criteria: Dedicated speaker is out of range.
0x00008bf2	Continuous, every 10 seconds, except when in call.
0x00008c40	Circuit Resistance Out of Range
0x00008c61	ftb_1E
0x00008c85	dtc_9A01_fi_3
0x00008c99	Speaker #1
0x00008ca5	dtc_9A01
0x00008d21	op_cycle_2
0x00008d31	No action
0x00008d3c	Stolen vehicle feature may not be fully functional.
0x00008e06	5 secs
0x00008e28	Circuit Short To Ground
0x00008e41	ftb_11
0x00008e61	N/A
0x00008e66	dtc_9A56_fi_0
0x00008ec0	Stolen vehicle feature may not be fully functional.
0x00008ef5	Pass Criteria: Cellular/GNSS backup antenna circuit not open. Failure Criteria: Cellular/GNSS backup antenna circuit open.
0x00008f90	Circuit Open
0x00008f9e	ftb_13
0x00008fc2	dtc_9A56_fi_1
0x00008fd6	Antenna
0x00008fdf	dtc_9A56
0x0000905b	op_cycle_2
0x0000906b	No action
0x00009076	Emergency call may fail. Data over cellular may fail.
0x000090ad	Pass Criteria: Diversity antenna circuit not short to ground. Failure Criteria: Diversity antenna circuit short to ground.
0x0000912a	5 secs
0x0000914c	Circuit Short To Ground
0x00009165	ftb_11
0x00009185	N/A
0x0000918a	dtc_9D55_fi_0
0x000091e4	Emergency call may fail. Data over cellular may fail.
0x0000921b	Pass Criteria: Diversity antenna circuit not open. Failure Criteria: Diversity antenna circuit open.
0x000092a0	Circuit Open
0x000092ae	ftb_13
0x000092d2	dtc_9D55_fi_1
0x000092e6	Antenna #2
0x000092f2	dtc_9D55
0x0000936e	op_cycle_2
0x0000937e	LED will light after self-diagnosis at ignition on.
0x000093b3	PSAP operator will not hear the voice of occupant(s) during an emergency call due to a degraded microphone
0x000094aa	5 secs
0x000094cc	Circuit Short To Ground
0x000094e5	ftb_11
0x00009505	N/A
0x0000950a	dtc_9D79_fi_0
0x00009562	LED will light after self-diagnosis at ignition on.
0x00009597	PSAP operator will not hear the voice of occupant(s) during an emergency call.
0x000095e7	Pass Criteria: Microphone input circuit not short to battery Failure Criteria: Microphone input circuit short to battery
0x00009680	Circuit Short To Battery
0x0000969a	ftb_12
0x000096be	dtc_9D79_fi_1
0x00009716	LED will light after self-diagnosis at ignition on.
0x0000974b	PSAP operator will not hear the voice of occupant(s) during an emergency call.
0x0000986f	Circuit Short To Ground or Open
0x00009890	ftb_14
0x000098b4	dtc_9D79_fi_2
0x000098c8	Microphone Input
0x000098da	dtc_9D79
0x00009956	op_cycle_2
0x00009966	If emergency calling is enabled, LED will light after self-diagnosis at ignition on.
0x000099bc	Many TCU features, including emergency calling, will not be operational.
0x00009a06	Pass Criteria: CAN bus communication operational. Failure Criteria: CAN bus communication not operational.
0x00009a73	10 secs
0x00009a96	Component Failure
0x00009aa9	ftb_09
0x00009ac9	N/A
0x00009ace	dtc_C001_fi_0
0x00009ae2	High Speed CAN Communication Bus
0x00009b04	dtc_C001
0x00009b80	op_cycle_2
0x00009b90	No action
0x00009b9b	TCU cannot use dead reckoning info to help determine the location of the vehicle.
0x00009cf8	10 secs
0x00009d1b	No Sub Type Information
0x00009d34	ftb_00
0x00009d54	N/A
0x00009d59	dtc_C100_fi_0
0x00009d6d	Lost Communication With ECM/PCM "A"
0x00009d92	dtc_C100
0x00009e0e	op_cycle_2
0x00009e1e	LED will light after self-diagnosis at ignition on.
0x00009e53	TCU may not be able to place an emergency call. Dimming of LED may not be set correctly.
0x00009fa1	10 secs
0x00009fc4	No Sub Type Information
0x00009fdd	ftb_00
0x00009ffd	N/A
0x0000a002	dtc_C140_fi_0
0x0000a016	Lost Communication With Body Control Module
0x0000a043	dtc_C140
0x0000a0bf	op_cycle_2
0x0000a0cf	No action
0x0000a0da	Many vehicle features will not be operational.
0x0000a10a	Pass Criteria: TCU SOA client connected to ECG SOA broker. Failure Criteria: TCU SOA client not connected to ECG SOA broker.
0x0000a189	40 secs
0x0000a1ac	Component Failure
0x0000a1bf	ftb_09
0x0000a1df	N/A
0x0000a1e4	dtc_C146_fi_0
0x0000a1f8	Lost Communication With Serial Data Gateway "A"
0x0000a229	dtc_C146
0x0000a2a5	op_cycle_2
0x0000a2b5	LED will light after self-diagnosis at ignition on.
0x0000a2ea	Automatic emergency call activation may not occur.
0x0000a4ce	10 secs
0x0000a4f1	No Sub Type Information
0x0000a50a	ftb_00
0x0000a52a	N/A
0x0000a52f	dtc_C151_fi_0
0x0000a543	Lost Communication With Restraints Control Module
0x0000a576	dtc_C151
0x0000a5f2	op_cycle_2
0x0000a602	TCU will use default language settings configured.
0x0000a636	Language of voice prompts may not align with user settings.
0x0000a735	10 secs
0x0000a758	No Sub Type Information
0x0000a771	ftb_00
0x0000a791	N/A
0x0000a796	dtc_C155_fi_0
0x0000a7aa	Lost Communication With Instrument Panel Cluster (IPC) Control Module
0x0000a7f1	dtc_C155
0x0000a86d	op_cycle_2
0x0000a87d	LED will light after self-diagnosis at ignition on.
0x0000a8b2	TCU cannot determine the location of the vehicle.
0x0000a8e5	Pass Criteria: Message 0x15E is received within 10 seconds. Failure Criteria: Message 0x15E is missing for more than 10 seconds
0x0000a967	10 secs
0x0000a98a	No Sub Type Information
0x0000a9a3	ftb_00
0x0000a9c3	N/A
0x0000a9c8	dtc_C253_fi_0
0x0000a9dc	Lost Communication With Accessory Protocol Interface Module
0x0000aa19	dtc_C253
0x0000aa95	op_cycle_1
0x0000aaa5	N/A
0x0000aaaa	TCU is not fully operational
0x0000ab76	Continuous until VMCU software is updated
0x0000abbb	No Sub Type Information
0x0000abd4	ftb_00
0x0000abf6	dtc_C300_fi_0
0x0000ac0a	Internal Control Module Software Incompatibility
0x0000ac3c	dtc_C300
0x0000acb8	op_cycle_2
0x0000acc8	If emergency calling enabled, LED will light after self-diagnosis at ignition on.
0x0000ad1b	TCU may not be able to place an emergency call.
0x0000add4	10 secs
0x0000adf7	No Sub Type Information
0x0000ae10	ftb_00
0x0000ae30	N/A
0x0000ae35	dtc_C422_fi_0
0x0000ae49	Invalid Data Received From Body Control Module
0x0000ae79	dtc_C422
0x0000aef5	op_cycle_2
0x0000af05	LED will light after self-diagnosis at ignition on.
0x0000af3a	Automatic emergency call activation may not occur.
0x0000b001	10 secs
0x0000b024	No Sub Type Information
0x0000b03d	ftb_00
0x0000b05d	N/A
0x0000b062	dtc_C452_fi_0
0x0000b076	Invalid Data Received From Restraints Control Module
0x0000b0ac	dtc_C452
0x0000b128	op_cycle_2
0x0000b138	If emergency calling enabled, LED will light and voice prompt will be played after self-diagnosis at ignition on.
0x0000b1ab	TCU cannot determine the location of the vehicle.
0x0000b3a3	10 secs
0x0000b3c6	No Sub Type Information
0x0000b3df	ftb_00
0x0000b3ff	N/A
0x0000b404	dtc_C554_fi_0
0x0000b418	Invalid Data Received From Accessory Protocol Interface Module
0x0000b458	dtc_C554
0x0000b4d4	op_cycle_2
0x0000b4e4	If emergency calling is enabled, LED will light until the fault clears
0x0000b52c	Many TCU features, including emergency calling, will not be operational.
0x0000b576	Pass Criteria: Link between MDM and VMCU is operational. Failure Criteria: Link between MDM and VMCU is not operational.
0x0000b5f1	40 secs
0x0000b614	Component Failure
0x0000b627	ftb_09
0x0000b647	N/A
0x0000b64c	dtc_DA01_fi_0
0x0000b6a4	No action
0x0000b6af	Vehicle has no cellular connectivity with the Ford network
0x0000b6eb	Pass Criteria: Ford APN connection successful. Failure Criteria: Ford APN connection failure.
0x0000b74b	31 min for persistent non-critical error Immediately for critical error
0x0000b7ae	No Operation
0x0000b7bc	ftb_93
0x0000b7e0	dtc_DA01_fi_1
0x0000b7f4	Communication Link
0x0000b808	dtc_DA01
0x0000b884	op_cycle_2
0x0000b894	No action
0x0000b89f	Wireless Hot Spot and Wifi connectivity will not be functional
0x0000b997	Ignition On To Ignition OFF
0x0000b9ce	Not Activated
0x0000b9dd	ftb_52
0x0000b9fd	N/A
0x0000ba02	dtc_DA4B_fi_0
0x0000ba16	Control Module Processor B
0x0000ba32	dtc_DA4B
0x0000baae	op_cycle_2
0x0000babe	LED will light after self-diagnosis at ignition on.
0x0000baf3	Occupants may not be able to hear any voice prompts, and/or PSAP operator during an emergency call.
0x0000bc3c	Continuous until valid files are loaded
0x0000bc7f	No Sub Type Information
0x0000bc98	ftb_00
0x0000bcb8	N/A
0x0000bcbd	dtc_E024_fi_0
0x0000bcd1	Control Module Cal-Config Data
0x0000bcf1	dtc_E024
0x0000bd6d	op_cycle_1
0x0000bd7d	Emergency calls will not trigger, LED remains ON and no voice prompt shall be played until cleared / configured.
0x0000bdef	TCU operation not fully functional.
0x0000bf2c	Continuous until configuration is loaded
0x0000bf70	No Sub Type Information
0x0000bf89	ftb_00
0x0000bfa9	N/A
0x0000bfae	dtc_E100_fi_0
0x0000bfc2	Initial Configuration Not Complete
0x0000bfe6	dtc_E100
0x0000c062	op_cycle_2
0x0000c072	LED will light after self-diagnosis at ignition on.
0x0000c0a7	Vehicle features (emergency calling, location services) may not be fully operational.
0x0000c585	Continuous until valid configuration is loaded
